"","Location","utc","CO","NO2","O3","PM10","PM25","SO2"
"51","Raleigh",2020-03-04,0.180714285714286,0.00342857142857143,0.0297857142857143,8.28571428571429,3.58571428571429,0
"52","Raleigh",2020-03-05,0.213333333333333,0.00466666666666667,0.0306666666666667,14.1666666666667,5.8,0
"53","Raleigh",2020-03-06,0.214285714285714,0.00335714285714286,0.0283571428571429,13.7142857142857,6.40714285714286,0
"54","Raleigh",2020-03-07,0.156666666666667,0.00128571428571429,0.0341904761904762,5.19047619047619,2.25238095238095,0
"55","Raleigh",2020-03-08,0.258095238095238,0.00585714285714286,0.0292857142857143,10.2380952380952,6.14761904761905,0
"56","Raleigh",2020-03-09,0.293333333333333,0.00780952380952381,0.0310952380952381,15.4285714285714,8.1047619047619,0
"57","Raleigh",2020-03-10,0.237777777777778,0.00527777777777778,0.0315,16.0555555555556,5.08333333333333,0
"58","Raleigh",2020-03-11,0.287142857142857,0.00633333333333333,0.0287142857142857,17.3333333333333,7.68571428571429,0
"59","Raleigh",2020-03-12,0.25,0.00514285714285714,0.0237142857142857,18.8571428571429,11.7619047619048,0
"60","Raleigh",2020-03-13,0.243809523809524,0.00461904761904762,0.0283809523809524,23.047619047619,12.6714285714286,0
"61","Raleigh",2020-03-14,0.165,0.00285,0.03935,11.35,4.625,5e-05
"62","Raleigh",2020-03-15,0.184285714285714,0.00195238095238095,0.037952380952381,14.5714285714286,7.67619047619048,0
"63","Raleigh",2020-03-16,0.1715,0.00135,0.03605,11.65,6.055,0
"64","Raleigh",2020-03-17,0.238333333333333,0.00505555555555556,0.0261111111111111,15.0555555555556,8.02777777777778,0
"65","Raleigh",2020-03-18,0.27,0.00535,0.02295,19.45,12.305,0
"66","Raleigh",2020-03-19,0.27,0.00511111111111111,0.0262777777777778,22.4444444444444,11.6777777777778,0
"67","Raleigh",2020-03-20,0.205238095238095,0.00285714285714286,0.0318571428571429,27.5238095238095,10.6619047619048,0
"68","Raleigh",2020-03-21,0.191,0.0028,0.03075,15.45,6.93,0
"69","Raleigh",2020-03-22,0.161428571428571,0.000904761904761905,0.0303333333333333,12.1904761904762,6.43809523809524,0
"70","Raleigh",2020-03-23,0.19,0.00278571428571429,0.031,8.85714285714286,4.47142857142857,0
"71","Raleigh",2020-03-24,0.218095238095238,0.00242857142857143,0.0184761904761905,11.1428571428571,5.82380952380952,0
"72","Raleigh",2020-03-25,0.182857142857143,0.00147619047619048,0.0296190476190476,6.71428571428571,3.24761904761905,0
"73","Raleigh",2020-03-26,0.1575,0.001375,0.031625,5.75,2.925,0
"74","Raleigh",2020-03-27,0.251,0.0031,0.0381,21.3,10.66,0
"75","Raleigh",2020-03-28,0.288095238095238,0.0029047619047619,0.0318571428571429,32.0952380952381,19.3761904761905,0
"76","Raleigh",2020-03-29,0.225238095238095,0.00185714285714286,0.0304761904761905,31.952380952381,18.4761904761905,0
"77","Raleigh",2020-03-30,0.151818181818182,0.00127272727272727,0.0382727272727273,19.5454545454545,8.17272727272727,0
"78","Raleigh",2020-06-01,0.135,0.001,0.0453,6.2,2.37,0
"79","Raleigh",2020-06-02,0.231875,0.0035625,0.0389375,13.125,6.7,0
"80","Raleigh",2020-06-03,0.200769230769231,0.00192307692307692,0.0443846153846154,18.9230769230769,9.9,0
"81","Raleigh",2020-06-04,0.221818181818182,0.00181818181818182,0.0455454545454545,24.2727272727273,12.9909090909091,0
"82","Raleigh",2020-06-05,0.189411764705882,0.00258823529411765,0.0327058823529412,14.5294117647059,8.32352941176471,0
"83","Raleigh",2020-06-06,0.192857142857143,0.00171428571428571,0.0392142857142857,11.1428571428571,7.19285714285714,7.14285714285714e-05
"84","Raleigh",2020-06-07,0.158571428571429,0.000428571428571429,0.0515714285714286,12,6.55714285714286,0
"85","Raleigh",2020-06-08,0.19952380952381,0.00242857142857143,0.0416666666666667,17.2857142857143,8.90952380952381,0
"86","Raleigh",2020-06-09,0.220666666666667,0.00313333333333333,0.0360666666666667,21.7333333333333,8.20666666666667,2e-04
"87","Raleigh",2020-06-10,0.163809523809524,0.00180952380952381,0.0256666666666667,13.0952380952381,6.14285714285714,0
"88","Raleigh",2020-06-11,0.177142857142857,0.00242857142857143,0.0207142857142857,9.71428571428571,2.69285714285714,0
"89","Raleigh",2020-06-12,0.141666666666667,0.0015,0.0325555555555556,9.61111111111111,3.62777777777778,0
"90","Raleigh",2020-06-13,0.164736842105263,0.00136842105263158,0.0307368421052632,11.2105263157895,6.34736842105263,0
"91","Raleigh",2020-06-14,0.154736842105263,0.00126315789473684,0.0389473684210526,11,6.11052631578947,5.26315789473684e-05
"92","Raleigh",2020-06-15,0.134117647058824,0.00135294117647059,0.0345294117647059,5.82352941176471,2.70588235294118,0
"93","Raleigh",2020-06-16,0.128333333333333,0.00125,0.0248333333333333,3.25,1.55833333333333,0
"94","Raleigh",2020-06-17,0.133529411764706,0.00158823529411765,0.0252352941176471,2.17647058823529,-0.170588235294118,0
"95","Raleigh",2020-06-18,0.262,0.0054,0.0183333333333333,7.46666666666667,2.82666666666667,0
"96","Raleigh",2020-06-19,0.206470588235294,0.00329411764705882,0.0301764705882353,10.1176470588235,4.85882352941177,0
"97","Raleigh",2020-06-20,0.161333333333333,0.00193333333333333,0.0331333333333333,6.2,0.98,0
"98","Raleigh",2020-06-21,0.224,0.0025,0.0301,11.35,6.945,0
"99","Raleigh",2020-06-22,0.260714285714286,0.003,0.0412857142857143,20.5714285714286,14.0428571428571,0
"100","Raleigh",2020-06-23,0.194285714285714,0.00314285714285714,0.0328095238095238,12.6190476190476,6.47619047619048,0
"101","Raleigh",2020-06-24,0.147647058823529,0.00194117647058824,0.0344117647058824,10.2941176470588,6.07058823529412,0
"102","Raleigh",2020-06-25,0.203636363636364,0.00381818181818182,0.0331818181818182,22.3636363636364,12.6545454545455,0
"103","Raleigh",2020-06-26,0.1695,0.00255,0.03965,14.85,9.12,0.00015
"104","Raleigh",2020-06-27,0.271904761904762,0.00466666666666667,0.0351428571428571,14.8571428571429,8.74761904761905,0
"105","Raleigh",2020-06-28,0.155714285714286,0.00119047619047619,0.0273333333333333,73.8571428571429,37.7952380952381,0
"106","Raleigh",2020-06-29,0.146666666666667,0.00116666666666667,0.0305555555555556,20.0555555555556,9.88333333333333,0
"107","Raleigh",2020-06-30,0.229375,0.00375,0.03425,18.375,11.18125,0
"108","Raleigh",2020-07-01,0.234444444444444,0.00394444444444444,0.0263888888888889,13.2777777777778,7.55555555555556,0
"109","Raleigh",2020-07-02,0.175,0.00235,0.036,10.5,5.955,0
"110","Raleigh",2020-07-03,0.164166666666667,0.001,0.0434166666666667,12.25,9.21666666666667,0
"111","Raleigh",2020-07-04,0.263333333333333,0.00388888888888889,0.0334444444444444,18.1666666666667,14.5833333333333,0
"112","Raleigh",2020-07-05,0.236,0.0021,0.02935,29.25,23.32,0
"113","Raleigh",2020-07-06,0.222352941176471,0.00288235294117647,0.0259411764705882,13.4705882352941,9.2,0
"114","Raleigh",2020-07-07,0.14,0.001,0.038,10,8,0
"115","Raleigh",2020-07-09,0.13,0.0015,0.02775,5.25,-0.475,0
"116","Raleigh",2020-07-10,0.125714285714286,0.00161904761904762,0.0258095238095238,5.38095238095238,3.96190476190476,0
"117","Raleigh",2020-07-11,0.165294117647059,0.00158823529411765,0.0411764705882353,7.47058823529412,4.75294117647059,0
"118","Raleigh",2020-07-12,0.245,0.004,0.041,13,7.5,0
"119","Raleigh",2020-07-13,0.196666666666667,0.00116666666666667,0.0576666666666667,12,3.83333333333333,0
"120","Raleigh",2020-07-14,0.2,0.003,0.046,9,-0.9,0
"121","Raleigh",2020-07-15,0.212,0.002,0.0548,15.6,4.36,0
"122","Raleigh",2020-07-16,0.191764705882353,0.00211764705882353,0.039,15.2941176470588,7.62941176470588,0
"123","Raleigh",2020-07-17,0.234736842105263,0.00331578947368421,0.034578947368421,15.3157894736842,8.62631578947368,0
"124","Raleigh",2020-07-18,0.225,0.00295,0.03305,10.55,5.25,0
"125","Raleigh",2020-07-19,0.222777777777778,0.00238888888888889,0.0327777777777778,12.6666666666667,7.21666666666667,0
"126","Raleigh",2020-07-20,0.225555555555556,0.00133333333333333,0.0503333333333333,17.7777777777778,10.3222222222222,0
"127","Raleigh",2020-07-21,0.197619047619048,0.00280952380952381,0.0321428571428571,16,10.5714285714286,0
"128","Raleigh",2020-07-22,0.168,0.00293333333333333,0.0273333333333333,12.1333333333333,7.64666666666667,0
"129","Raleigh",2020-07-23,0.152352941176471,0.00294117647058824,0.0247058823529412,10.5294117647059,5.48823529411765,0
"130","Raleigh",2020-07-24,0.158571428571429,0.00295238095238095,0.0267619047619048,6.09523809523809,3.37142857142857,0
"131","Raleigh",2020-07-25,0.17047619047619,0.00204761904761905,0.0324761904761905,8.66666666666667,2.92380952380952,0
"132","Raleigh",2020-07-26,0.177058823529412,0.00188235294117647,0.0335294117647059,8.64705882352941,6.32352941176471,0
"133","Raleigh",2020-07-27,0.168333333333333,0.0025,0.0299444444444444,8.61111111111111,6.16666666666667,0
"134","Raleigh",2020-07-28,0.180555555555556,0.00277777777777778,0.0317777777777778,10.6666666666667,5.15,0
"135","Raleigh",2020-07-29,0.176875,0.00325,0.0311875,5.875,0.775,0
"136","Raleigh",2020-07-30,0.193636363636364,0.00263636363636364,0.0263636363636364,9.09090909090909,6.62727272727273,0
"137","Raleigh",2020-07-31,0.215,0.00375,0.024,9.75,8,0
"138","Raleigh",2020-08-04,0.2,0.004,0.03,9,3.9,0
"139","Raleigh",2020-08-05,0.204,0.0018,0.0336,9.8,6.98,0
"140","Raleigh",2020-08-06,0.188235294117647,0.00341176470588235,0.0207647058823529,8.88235294117647,4.04705882352941,0
"141","Raleigh",2020-08-07,0.190666666666667,0.00286666666666667,0.0208,9.33333333333333,3.97333333333333,0
"142","Raleigh",2020-08-08,0.1875,0.0023,0.02865,8.35,5.66,0
"143","Raleigh",2020-08-09,0.205555555555556,0.0015,0.0318333333333333,10.2222222222222,4.13333333333333,0
"144","Raleigh",2020-08-10,0.2785,0.0028,0.0247,14.35,4.38,0
"145","Raleigh",2020-08-11,0.251578947368421,0.00289473684210526,0.0321052631578947,12.8947368421053,6.17368421052632,0
"146","Raleigh",2020-08-12,0.261,0.0034,0.0351,13.1,6.47,0
"147","Raleigh",2020-08-13,0.1725,0.00183333333333333,0.0219166666666667,8.33333333333333,1.375,0
"148","Raleigh",2020-08-14,0.144736842105263,0.00163157894736842,0.0231052631578947,6.05263157894737,0.873684210526316,0
"149","Raleigh",2020-08-15,0.167857142857143,0.00121428571428571,0.0269285714285714,7.57142857142857,4.17857142857143,0
"150","Raleigh",2020-08-16,0.152666666666667,0.000733333333333333,0.0226666666666667,3.86666666666667,0.38,0
"151","Raleigh",2020-08-17,0.197619047619048,0.00204761904761905,0.024,6.19047619047619,1.18571428571429,0
"152","Raleigh",2020-08-18,0.233333333333333,0.00275,0.0336666666666667,12.9166666666667,4.725,0
"153","Raleigh",2020-08-19,0.407894736842105,0.00589473684210526,0.0189473684210526,17.3684210526316,7.76315789473684,0
"154","Raleigh",2020-08-20,0.191578947368421,0.00184210526315789,0.0264736842105263,11,3.62105263157895,0
"155","Raleigh",2020-08-21,0.164444444444444,0.00138888888888889,0.0256111111111111,9,1.37777777777778,0
"156","Raleigh",2020-08-22,0.158,0.00175,0.02475,6.9,0.805,0
"157","Raleigh",2020-08-23,0.180666666666667,0.002,0.0233333333333333,11.2,4.35333333333333,0
"158","Raleigh",2020-08-24,0.173888888888889,0.00316666666666667,0.0173888888888889,15.3333333333333,5.96111111111111,0
"159","Raleigh",2020-08-25,0.15375,0.0019375,0.0281875,10.5,2.79375,0
"160","Raleigh",2020-08-26,0.176470588235294,0.00194117647058824,0.0351764705882353,11.9411764705882,3.98823529411765,0
"161","Raleigh",2020-08-27,0.285,0.0063125,0.028375,17.375,10.46875,0
"162","Raleigh",2020-08-28,0.2085,0.0026,0.02185,25.9,12.355,0
"163","Raleigh",2020-08-29,0.138571428571429,0.0019047619047619,0.0170952380952381,11.7142857142857,5.85714285714286,0
"164","Raleigh",2020-08-30,0.176666666666667,0.0016,0.0308,10.6,6.52666666666667,0
"165","Raleigh",2020-08-31,0.235,0.0031,0.0231,13.5,6.01,1e-04
"166","Raleigh",2020-09-01,0.181333333333333,0.00133333333333333,0.0230666666666667,9.06666666666667,0.853333333333333,0
"167","Raleigh",2020-09-02,0.2925,0.00375,0.0108333333333333,15.25,5.64166666666667,0
"168","Raleigh",2020-09-03,0.3,0.00594736842105263,0.0242105263157895,29.1578947368421,12.7157894736842,0
"169","Raleigh",2020-09-04,0.176470588235294,0.00223529411764706,0.0368823529411765,23.5882352941176,11.6705882352941,0
"170","Raleigh",2020-09-05,0.232,0.0042,0.0294,12.1,5.455,5e-05
"171","Raleigh",2020-09-06,0.18,0.002,0.0317777777777778,8.22222222222222,0.488888888888889,0
"172","Raleigh",2020-09-07,0.184615384615385,0.00215384615384615,0.0277692307692308,9.30769230769231,5.53846153846154,0
"173","Raleigh",2020-09-08,0.169,0.0018,0.0297,10.9,2.55,0
"174","Raleigh",2020-09-09,0.157058823529412,0.00147058823529412,0.0171764705882353,5.47058823529412,1.63529411764706,0
"175","Raleigh",2020-09-10,0.137333333333333,0.0016,0.0167333333333333,3.06666666666667,0.973333333333333,0
"176","Raleigh",2020-09-11,0.263636363636364,0.00463636363636364,0.008,5.72727272727273,1.18181818181818,0
"177","Raleigh",2020-09-14,0.174444444444444,0.00144444444444444,0.0322222222222222,12,4.63333333333333,0
"178","Raleigh",2020-09-15,0.1615,0.0015,0.0271,9.8,3.82,0
"179","Raleigh",2020-09-16,0.152777777777778,0.00211111111111111,0.0241111111111111,11.4444444444444,3.94444444444444,0
"180","Raleigh",2020-09-17,0.162666666666667,0.00193333333333333,0.02,5.4,2,0
"181","Raleigh",2020-09-18,0.150526315789474,0.00142105263157895,0.0315789473684211,6.42105263157895,1.66842105263158,0
"182","Raleigh",2020-09-19,0.154736842105263,0.00142105263157895,0.0273684210526316,12,6.88947368421053,5.26315789473684e-05
"183","Raleigh",2020-09-20,0.135714285714286,0.00080952380952381,0.031047619047619,9.09523809523809,3.89047619047619,0
"184","Raleigh",2020-09-21,0.14,0.00166666666666667,0.0283888888888889,9.05555555555556,2.63333333333333,0
"185","Raleigh",2020-09-22,0.179375,0.00325,0.028125,9.1875,4.775,0
"186","Raleigh",2020-09-23,0.356,0.0106,0.0253,12.9,5.65,0
"187","Raleigh",2020-09-24,0.42,0.00933333333333333,0.0117333333333333,13.9333333333333,7.94,0
"188","Raleigh",2020-09-25,0.256190476190476,0.00419047619047619,0.0197619047619048,11.2380952380952,9.05238095238095,0
"189","Raleigh",2020-09-26,0.205238095238095,0.00157142857142857,0.0156666666666667,6.09523809523809,1.36190476190476,0
"190","Raleigh",2020-09-27,0.293157894736842,0.00347368421052632,0.0136315789473684,6.52631578947368,3.16842105263158,0
"191","Raleigh",2020-09-28,0.314444444444444,0.00472222222222222,0.0151666666666667,9.33333333333333,6.05555555555556,0
"192","Raleigh",2020-09-29,0.2275,0.0030625,0.0208125,10.0625,4.00625,0
"193","Raleigh",2020-09-30,0.149473684210526,0.00247368421052632,0.0261052631578947,7.57894736842105,1.65263157894737,0
"194","Raleigh",2020-10-01,0.325263157894737,0.00726315789473684,0.0195263157894737,13.0526315789474,5.17368421052632,0
"195","Raleigh",2020-10-02,0.211,0.00435,0.02745,11.35,4.12,0
"196","Raleigh",2020-10-03,0.19047619047619,0.00304761904761905,0.0214761904761905,8.14285714285714,4.56190476190476,0
"197","Raleigh",2020-10-04,0.1875,0.0024,0.0218,8.2,4.72,0
"198","Raleigh",2020-10-05,0.289230769230769,0.00523076923076923,0.0226923076923077,8.92307692307692,4.58461538461538,0
"199","Raleigh",2020-10-06,0.37875,0.00775,0.0193125,15.125,7.675,0
"200","Raleigh",2020-10-07,0.377,0.008,0.02455,18.55,10.39,0
"201","Raleigh",2020-10-08,0.285294117647059,0.005,0.0386470588235294,27.2352941176471,16.4117647058824,0
"202","Raleigh",2020-10-09,0.213529411764706,0.00382352941176471,0.0264117647058824,14.9411764705882,7.36470588235294,0
"203","Raleigh",2020-10-10,0.296666666666667,0.006,0.0153333333333333,18.5,9.03333333333333,0
"204","Raleigh",2020-10-12,0.18,0.002,0.01425,8.75,3.025,0
"205","Raleigh",2020-10-13,0.1835,0.00185,0.0183,8.4,0.995,0
"206","Raleigh",2020-10-14,0.223333333333333,0.00461111111111111,0.0252222222222222,11.9444444444444,4.4,5.55555555555556e-05
"207","Raleigh",2020-10-15,0.435333333333333,0.00933333333333333,0.0141333333333333,15.6666666666667,9.01333333333333,0
"208","Raleigh",2020-10-16,0.2,0.00331578947368421,0.0284736842105263,9.36842105263158,3.36842105263158,0
"209","Raleigh",2020-10-17,0.160952380952381,0.00185714285714286,0.0263809523809524,9.04761904761905,2.75714285714286,0
"210","Raleigh",2020-10-18,0.206,0.0024,0.0232,12.85,5.67,0
"211","Raleigh",2020-10-19,0.284,0.0048,0.013,15,5.64,0
